eur_in_forward[0],eur_in_call[0],eur_in_call[1],eur_in_call[2],f
13977478.053916864,0.0,13686779.07461964,0.0,812097.5041470196
13826164.786345627,102302.33488974154,13872357.066505356,0.0,823368.5633682271
13808820.470011596,787659.9635448616,12792715.877768144,482255.3127377955,815897.7894996711
13866373.060227878,0.0,13665171.812983802,351353.3820408752,824963.8238332184
13866173.443399828,0.0,13911705.89506584,46014.73077959952,822237.6552467128
13842813.082961328,172284.8586717342,13622473.107217705,119301.89990606082,816905.2066448656
13582236.95307544,947163.8916842678,13271554.090312941,0.0,822529.3744258726
13767608.764715727,357350.6549040807,13260272.724092571,438571.52788695163,822754.2298895508
13762102.933660831,135727.05778639775,13453137.409291284,425974.963636136,821480.7407505199
13835249.77245675,527675.6665538035,13034499.002981247,506385.16639264824,815668.0044753152
13838236.410782577,0.0,13775802.30627246,148620.13337706556,816371.9360502386
13811160.844518928,531445.136991853,13201138.040461438,215830.28480144654,811145.4968384737
13818898.48259214,0.0,13816788.730623275,109444.15256206198,824327.1419762522
13999834.909409352,0.0,13768062.71093194,0.0,809572.7904809659
13829260.193214351,0.0,13669838.395216618,334316.2634334844,821931.5133537075
13888196.749209415,0.0,13753574.72384093,0.0,815289.6794916947
13830207.65994571,442314.44730684016,13509582.531864556,0.0,813686.1613184694
13802023.699583158,353405.32672476955,13584763.349592824,0.0,814657.5497700438
13968386.519302692,0.0,13562902.858949482,249653.48880666055,815906.5497767088
13837629.821914788,310947.8383773047,13507542.153023979,22539.139055444328,811940.5456756145
13631258.22626292,832680.699240183,13014947.496960208,356839.5466577926,830322.028370828
13740583.377267187,249869.62960619957,13753152.25358946,119145.53626476676,821967.8613740873
13924190.734190196,9652.23192892695,13778350.288570521,0.0,813487.9138050685
13705585.51905247,648400.725936943,13041394.33730891,409655.18628139456,821809.1629292066
13837311.622513607,400637.30915715883,13504251.86265513,0.0,820344.6296799801
13788173.25051416,366020.5514910408,13515464.035144722,63982.69213611711,816866.2647525552
13929916.68962248,0.0,13587691.406129096,242924.13397438196,816496.2636255588
13951979.676992923,0.0,13784616.604798732,0.0,815395.5706797203
13937763.19623444,0.0,13810715.402540047,18624.875961669804,815970.7329283828
13862422.742252836,0.0,13953097.20827126,0.0,822636.2476332062
13719170.866890734,218084.34629594904,13395430.02965614,523689.4107438417,821023.4877675317
13912252.044531025,130118.8426997106,13578568.378199462,180045.2986231523,819029.0403600349
13639699.429023787,1006956.8196119667,12776735.373830987,323800.76357140957,823643.9773837759
13933435.624844464,0.0,13778533.123735035,0.0,817683.5468990003
13925581.329388103,0.0,13615260.998390676,220568.49700639668,811069.2084221471
13824611.593959685,0.0,13442425.471506998,588572.0028273688,824265.8809826768
13903594.13996759,82496.47664161198,13730419.605157021,54558.28693553465,813645.846394085
13850222.98057717,441200.31385789684,13436762.217390586,0.0,818021.4350693699
13960152.55571555,0.0,13781263.98172295,0.0,816740.068267622
13747261.276483916,388108.09607037035,13629741.15390199,0.0,817118.16649294
13878224.494113324,214034.0195733812,13662292.703604685,0.0,810965.5600108893
13946580.049296038,0.0,13699411.036432613,0.0,810425.763158728
13814554.56226822,4709.136987414191,13702290.897911953,251548.09254132165,819651.5267920473
13646806.84845792,488813.00731577567,13443298.219196403,217865.9004667689,824893.5009325289
13773895.93123271,483723.3066047367,13470576.775262771,0.0,818284.9177594712
13946924.4354923,0.0,13823011.557054231,0.0,815394.2419801148
13807164.122357134,0.0,13933626.023157964,0.0,816610.4213960074
13763592.368372016,0.0,14009740.235226726,0.0,823861.4004721672
13800550.159086943,24843.859597274062,13656033.265975673,339866.1419226733,818451.0871898263
13648307.855938274,299549.2440808886,13742850.51869784,0.0,821939.7236824476
13845537.539279161,0.0,13886049.563958125,82822.42255337209,818395.314650713
13939819.041843694,0.0,13835575.80227435,0.0,820880.3667373995
13913187.650255349,0.0,13571803.326041358,349597.53623130167,817228.3719351386
13638234.85302679,480777.6481935432,13480716.193152215,263523.5206145381,825296.259448172
14009113.048905263,32539.650416224504,13550998.517091388,216768.14376133465,814466.3161489838
13756513.715791848,8376.49169261395,13799951.75440528,0.0,819080.3304864523
13668276.030501103,459767.207597039,13612614.672542071,2903.1282342266954,817525.9063556836
13966559.76203943,0.0,13701407.589207532,142831.87123000788,817402.2064609785
13698364.20256947,347135.6260707603,13674739.86850568,140068.55512998224,820795.2770285248
