eur_in_forward[0],eur_in_call[0],eur_in_call[1],eur_in_call[2],f
13937690.37209834,10154.504253773219,13703020.306224128,0.0,353504.3535654852
13497482.686464071,924551.8814391426,13238169.858381012,0.0,598293.8035638275
13866949.138419138,0.0,13854152.316155743,0.0,815629.2369231153
13720988.940947786,878475.4897218837,12932128.521328583,297236.71056724543,1049960.9781589657
14009972.711447606,508145.3008388185,13053395.539654806,0.0,1255534.5520428272
