eur_in_forward[0],eur_in_call[0],eur_in_call[1],eur_in_call[2],f
13665895.188022299,1276819.7893981354,12888336.319545686,0.0,809242.1858746606
13846789.229820773,879956.9156054711,10593126.468623789,3046761.3447838468,815577.5828238828
14041520.781480573,0.0,13103652.601606706,0.0,805471.6839443372
13733566.538066408,0.0,13735262.370017527,609370.4480817253,828529.0755066222
13580902.067920366,1312746.3452053666,11346203.030453237,1944866.8404308637,832187.372197986
13967241.069832956,0.0,14077447.642297456,0.0,826579.0397331548
12949796.388939455,2697266.1314445226,11737972.839058584,49024.492720429786,856449.3994029649
13752040.729375836,3129684.1734985476,10429680.876261067,0.0,772500.8269438304
13256823.709212784,1923705.5297720586,11969793.5368558,1481410.4362984076,867238.2960703007
13518994.95674522,0.0,13090063.236517673,2008618.5338172645,867760.4881316107
11852572.921018217,5040985.26507272,10694335.557030512,0.0,860344.0718935229
13460839.061933992,2673630.6927879606,10687077.789707258,0.0,793339.8654065365
13680015.012341354,29138.304108489414,12304178.208595632,1928117.3830939552,828244.4225631
12869139.628737157,2737872.860032209,12303946.739250032,0.0,851136.6358098411
13238584.674441002,2674241.100890499,11420225.53935023,1186870.3221169412,849700.0425072872
13596262.501268765,743756.1037899302,13074298.59427629,256993.3350322131,788382.2815026182
14767680.509142702,0.0,8893416.762323618,4880968.010713492,813820.1918913205
13418490.338015284,2026648.1025246612,12134854.652382705,0.0,831516.5186462259
14540605.308090407,0.0,10226373.284509918,2955817.890660798,807609.0592660729
12729824.805677837,2187527.3130261796,12575433.640731338,0.0,825752.3953286204
13087529.564837974,975566.1482232054,13632483.33722954,166749.93988564558,834408.9691907694
13505088.478932919,2164220.3050669767,11922585.772397565,203622.03736561575,799322.1751681918
13697503.897213148,1643417.5650367604,11863886.021370152,0.0,796875.2408366568
15066626.941725405,0.0,12728338.415276702,0.0,799895.4767957226
13133828.327795573,3647142.7734965407,10369632.630209507,0.0,817950.4424487882
14598155.754913274,0.0,12882866.367465293,0.0,798272.0686301173
14008289.094182694,0.0,12079131.905942023,1653497.6275905366,794658.1370973495
