eur_in_forward[0],eur_in_call[0],eur_in_call[1],eur_in_call[2],f
13807338.05340926,573130.3254843763,13302048.824033218,0.0,815140.9007662608
13773619.350347133,0.0,13825158.109308168,179576.8385003993,813928.1288930149
13909461.471315622,0.0,13474313.67963003,377071.0502934182,820947.9509825321
13790434.263323644,156182.13756878124,13388202.88457835,492749.53619107784,816822.9276169062
13929701.241028525,0.0,13669530.305671817,138759.99467047743,818778.800686427
13844664.572280841,602548.6149063454,13202356.50251042,0.0,804281.4421512076
13723834.432502119,0.0,13873386.52941118,302128.9803324871,833445.087473985
13880269.78159321,0.0,13766435.067425247,121594.78314181052,821173.8623489942
14023850.119568564,0.0,13510810.676305585,0.0,802202.2157221121
13871329.051962435,0.0,13896349.30109157,118870.98726939013,819662.8670746367
14148053.429277265,0.0,13126450.54222309,558939.7161606307,805682.2314714644
14015209.034307487,0.0,13629783.192321002,212057.87335002222,812360.2401134958
13556025.523008557,0.0,13674367.698695311,662713.3634893214,836880.7086597508
13881537.59961074,0.0,13884879.162463734,53710.43056719387,815863.8941524005
13825463.25529694,67907.70814446364,13832770.089125568,0.0,808972.2472584834
13885351.91153764,453354.782029036,13182939.997330613,403343.0795934901,817077.3650984152
13838335.972572174,0.0,13481540.97570795,455523.4537239913,824479.7112616065
13869383.04967472,0.0,13631011.421121925,260413.48993625058,817620.8552047069
13838188.022772793,13593.893247636615,13557375.26788995,569397.5712379902,820375.9714272439
13993500.0211633,0.0,13647561.097542934,319717.29262783425,824866.9550595011
13775919.273557803,229642.49537123484,13729359.640774542,0.0,822729.2688245471
14109258.340698523,0.0,13616502.671773829,0.0,812554.8093088273
14145950.183495784,0.0,13099141.596724516,620582.3010221159,811210.4459518233
13622269.493804518,1048784.7510067509,12982512.821963422,142985.87319935177,817364.3862488287
13608774.48238876,620652.6142936174,13366585.000544704,155273.2652550749,816338.6731681533
13729671.093404531,0.0,13784272.824965961,317084.77086674125,825912.9392024076
13984906.779206358,0.0,13183012.49474666,922406.9805861873,818928.339157981
14065752.11353595,0.0,13419200.36430184,331360.1686362435,812979.9778038893
13686902.024651716,704622.5899102371,13034058.463034432,253585.62280048634,808270.5265293602
13800894.628211416,253436.4663711761,13333080.154747276,414207.21843594214,821104.5855217285
13636200.690592878,581699.4852887582,13552490.122641677,0.0,833448.7218983991
13972334.873086901,0.0,13673436.028395215,0.0,812054.2407932673
13619551.24228712,0.0,13772238.08624271,595600.8526707721,832874.3380222676
13715863.328162188,918623.9665066142,12942282.94934066,0.0,813975.024403522
13722834.543193253,117905.48154523267,13882240.43507239,0.0,824705.0164333963
13704472.426444497,165420.0214932072,13700892.7487527,229455.72370707162,824793.1288408841
14112186.666596664,0.0,13554131.440010887,0.0,800888.6332668905
14007256.42305697,0.0,13707098.026801057,36980.352469056714,811975.1953926918
13686428.168972636,377309.59024410474,13709117.642136047,71739.01336753719,825411.5071341236
13898887.914599271,401045.7355304177,13191913.335316883,353892.5465553072,816740.2916278736
13960259.114254247,430435.9021958648,12673551.441324977,1037302.4115769988,816919.7021148613
13958491.848455051,212779.41665671932,13423189.592746647,0.0,795213.8003762974
13792840.73809747,551135.564446333,13290934.87523133,0.0,814542.2404404582
13569513.82615244,1264629.620218421,12890992.507709738,0.0,821899.4718642758
13772245.483652081,449638.9368360456,13147760.256383033,573673.723933314,832830.487931089
13950076.238575274,0.0,13737401.391985564,0.0,807859.2312528602
13925410.69028265,440658.5079879534,13164323.83857476,0.0,804985.7262270614
14085016.621084634,0.0,13481686.445056377,180759.51461315493,813772.2367004213
13505650.958938302,956993.9120968941,13222680.97856833,208069.007969354,820996.6116895729
14120303.041602122,0.0,13504234.472661704,0.0,799433.4366972119
14180401.933730701,179979.26960764916,13323781.814982004,18812.354707420996,796123.3369112621
13866957.911760552,458335.5416900647,12767690.37115674,969510.5827010997,811381.0680267873
13842192.290595353,121197.40173359931,13805376.951640267,0.0,812400.9310182552
13870741.074246839,0.0,13974105.517160272,64987.33343828372,826498.7008372756
14072138.829808544,0.0,13539872.677228674,0.0,808110.2396512704
13832942.903304081,0.0,13640939.248398403,367685.7632097157,816116.3351513988
14125999.305542534,0.0,12608890.269646034,1310370.5337251127,806948.2819141034
14143617.600693043,0.0,13117741.666651204,668153.6659260873,808428.9845028068
13718212.08403551,765289.548376875,13150528.660759374,0.0,825639.4429202685
13845868.134701937,130460.97796441817,13790045.33691746,122482.56985200451,822136.6035928892
13782894.258656692,399498.0623907639,13535025.995703219,0.0,815454.3615935612
14025836.201749401,0.0,13677277.868519371,0.0,801247.8453514224
13820400.804539567,247192.44089517213,13404579.777582334,275570.75697014394,815599.5163672352
13880174.926536566,0.0,13689831.072594965,152544.34744618356,819148.791897715
13833169.728372138,127082.99129951063,13659494.231908387,181401.79663756173,808831.0003153088
13943630.78587475,129799.98679793513,13499596.605834642,0.0,817302.9754951232
