eur_in_forward[0],eur_in_call[0],eur_in_call[1],eur_in_call[2],f
18461407.463240758,11809.452162280295,3398545.918904191,79220.47109432814,127273.98305414853
16881130.56011884,0.0,6942625.924416623,0.0,359938.56739181216
13680559.534691514,529208.6947003374,13431624.006950956,0.0,819022.6349619469
10892903.310045805,0.0,20540501.66592273,185345.94140459466,1274006.3601243608
9613013.807669664,628152.9156279088,25601254.3387387,0.0,1631707.4876617393
