eur_in_forward[0],eur_in_call[0],eur_in_call[1],eur_in_call[2],f
13864736.647784306,0.0,13498429.88169626,0.0,812971.389117375
13809583.663530126,0.0,13725263.697197197,300316.7443854033,823811.1956982904
13500741.883530404,1813352.740476962,11678903.748331845,820556.193812181,822174.4316629407
13944883.669004522,583649.9268816162,13065388.656688912,0.0,800268.7557354828
14182723.080631102,0.0,13627482.886322243,0.0,807748.2465967743
14235036.355360122,0.0,13237017.815005235,230076.91841728688,794761.7817461244
13429784.153838065,321666.1706172828,13935790.042254193,0.0,835448.0169285625
13682755.310408797,761008.3652335145,12427341.05276097,1217328.791321798,815490.033770795
13329250.22594045,1770706.4984634505,12030919.640667304,477381.2521754826,825985.0571414275
13083347.217643645,1665773.41655111,12821728.682989443,0.0,836686.7431393308
13556309.852785299,831563.6689442465,13217978.758789077,0.0,818552.8316621163
13802338.696734464,239783.76883728645,13630135.944755722,0.0,802420.2008898145
13827710.038295593,0.0,13752591.288056547,15264.336904079577,815737.9300670224
14153216.26902636,0.0,12716001.40724423,865644.6611549092,801858.9163986834
13728657.30341775,129987.55702896463,13924414.36017981,182109.17817943654,826395.3277960182
13922577.74644592,340020.07277730026,13279168.238114532,245966.96370142873,806742.3161834808
13615091.916248048,979404.253889067,13162638.413057176,22774.487439349236,815172.9034656523
13896952.878949966,1187241.7265413082,12345832.56392526,596305.6151305676,810203.2073588558
13836520.117738985,0.0,13662338.489965733,0.0,816278.7179913677
14002958.807454454,352131.4510685689,13337914.09161787,79226.99864930201,814599.3146823411
13591005.72535565,549179.8728431186,13379266.043679055,163816.68701032572,817953.0394347637
13680552.564449407,361320.4802402209,13446350.984095309,0.0,814294.7522352159
14075388.116711577,0.0,13525333.908513142,202190.6301376741,810966.3421683876
13919279.129643904,0.0,13318917.119095037,559931.70256524,818353.8073340355
14023750.488118757,338266.1899223373,12853516.338717625,821519.8835246705,815273.8467267941
13681434.801902385,1632592.1067878972,12340556.764625976,0.0,813772.118486606
14103891.134276325,0.0,13625755.562204154,0.0,811972.4253744764
13950771.311651936,0.0,13802526.134212792,0.0,827665.1795435462
14369033.107805673,0.0,12924357.884542448,609552.927037988,796274.7800778137
13651409.233162379,0.0,13989260.432506546,0.0,819088.5073592289
13686605.155754903,596927.1163673068,13211259.779179152,0.0,817612.6306020755
14066237.009356419,87763.83307293737,13630538.714823825,0.0,808530.4357941955
13788342.660476325,0.0,13971857.028600516,13341.659830398636,828755.4258177707
14020843.803703839,0.0,13697588.805551484,0.0,806784.6110769582
13517529.03520631,1113049.8928717393,12746100.64000051,395889.1852038255,823838.4596769956
14065155.662393488,0.0,13325500.24922941,346260.28810196917,814767.2564545672
13314779.798452131,1933682.949751761,12276373.218786536,0.0,822889.7706357213
13473564.283083586,1454459.4474624684,12774778.50281622,0.0,819584.0624849219
14241895.086602673,0.0,13402029.832304657,144944.74012790076,794932.3758756515
13765889.113516971,1313056.9243875449,12665421.26894536,0.0,820493.5850461888
13911803.134596588,0.0,13734435.662619203,0.0,804666.2629686012
13819752.432305638,528857.9101425585,13196854.884861177,0.0,816091.540960343
13614002.056619132,1569384.2274743097,12547280.944562808,0.0,814106.0319747134
13305490.590862507,1970454.2399881089,11896761.544728294,516852.0804782184,831596.4911598563
13295538.110965496,1478953.8031682393,12900055.103215348,0.0,828601.1115616035
13831629.183084968,277237.9540483655,13492397.717134029,139515.8895232741,812358.9634687614
13838312.257325565,806899.801202282,12701260.176861508,287928.76481187873,809826.0694098179
13697373.696036233,1261183.8516573312,12315756.766175028,476503.0315861607,826798.2441227182
13624360.413398556,0.0,13641964.442956563,775046.1985107277,830262.671296791
14004700.073231723,0.0,13556286.01204111,133134.66174400598,807476.8764587158
14128974.638222117,0.0,12883434.958834764,950133.9248655753,808757.2629062342
13882013.107100671,0.0,13984465.943328638,0.0,814800.8635214749
14128652.951281706,0.0,12320312.346601628,1678326.764265814,809965.918393646
14016608.836634442,0.0,12942552.205376495,1027618.8882573195,806825.0104079403
13845303.160675803,127162.1909135068,13757871.092114877,0.0,825086.0371805829
13639213.093892016,823118.958218724,13304283.307209296,0.0,819293.3580278489
14141194.57987684,0.0,13558269.445919711,0.0,805318.1856515865
14136493.789603021,0.0,13099330.195295796,469798.90861890704,797622.847363881
13866816.461216746,791826.4290678399,12604598.69033539,410396.82207188976,801529.5271945986
13909176.05879833,98144.29013547365,13507273.046536405,0.0,801093.1489627685
13728337.642620927,1090023.5722270443,12238984.520768922,1025800.6045562343,820684.1339878454
13210586.660837099,1847394.917417365,12698788.679592071,40337.15217890577,828836.1281883194
13827638.14739925,1127790.8334149062,12855111.572562572,0.0,804420.6741866965
